6.288785	6.041934	1
8.304020	8.585774	1
6.887214	5.262682	1
8.671472	7.308046	1
16.186720	16.584241	0
9.217061	9.849799	1
-0.833920	-0.425734	2
10.191952	8.636406	1
15.264271	14.116195	0
14.116915	15.340416	0
18.791627	20.026445	0
17.740591	17.334915	0
14.265694	13.401319	0
16.469320	17.322257	0
0.964348	2.221002	2
8.674641	9.104058	1
-1.335490	-1.586023	2
16.905861	16.843356	0
17.997446	18.297711	0
7.060505	6.567613	1
16.618196	17.523063	0
0.917115	1.908513	2
8.648466	8.389172	1
1.961241	2.572474	2
1.001572	3.089132	2
15.969717	15.642824	0
-0.479564	0.907916	2
8.486387	7.097418	1
15.937261	15.534394	0
16.155639	17.606500	0
9.278638	8.596653	1
16.768737	16.860136	0
-1.767434	-2.385519	2
7.904661	5.932286	1
-0.096888	0.040161	2
8.592114	7.880587	1
7.648259	7.761873	1
8.888224	8.371770	1
0.021009	-0.658898	2
-1.061386	-2.397875	2
-0.121419	-0.450457	2
0.333487	-0.400617	2
7.649214	6.652564	1
-2.963106	-3.476406	2
0.119137	1.369535	2
17.385020	19.295808	0
16.266394	17.505279	0
15.735612	16.420320	0
17.285387	17.046026	0
14.889231	16.801114	0
15.175097	13.944297	0
-0.129812	-0.357782	2
-1.035211	-0.966948	2
8.836984	9.346503	1
-0.605658	-0.718142	2
6.922361	6.527454	1
10.737231	11.644467	1
16.554693	16.079732	0
14.897027	14.464381	0
16.037191	17.475999	0
-0.981153	-1.870609	2
-1.228384	0.464750	2
0.425910	-1.674030	2
6.027249	6.289137	1
0.973308	1.301305	2
6.294047	6.556391	1
7.653532	8.091989	1
16.918615	16.120006	0
-0.426136	-1.787846	2
15.892085	16.431730	0
16.321609	17.293060	0
7.416740	9.151964	1
8.257081	8.427503	1
17.212386	15.784562	0
8.566808	8.304796	1
8.266712	7.567387	1
14.380153	15.430962	0
9.341819	10.294866	1
14.546680	15.295202	0
0.238264	1.454160	2
16.241856	15.711000	0
8.705090	7.369045	1
8.856507	9.063562	1
-0.117840	0.384006	2
7.165190	5.095760	1
8.419928	8.426480	1
15.377467	16.616665	0
9.141824	8.687646	1
1.876860	1.453183	2
15.663197	15.614342	0
8.226558	9.899418	1
1.429745	1.327101	2
2.254437	1.743174	2
-0.003927	2.038652	2
16.566020	16.876977	0
0.254062	0.694373	2
17.505378	17.830184	0
15.458457	16.391941	0
-0.718992	-0.711229	2
18.886512	17.672631	0
10.330233	9.300344	1
-1.384723	-0.838555	2
-1.844508	-1.500939	2
7.757028	5.953627	1
-0.616888	-1.853767	2
8.620984	8.075968	1
17.101115	17.315677	0
-2.127273	-2.606497	2
-0.515902	-0.219277	2
-0.632808	0.690769	2
14.639043	13.261814	0
7.168029	7.923826	1
9.285638	8.825634	1
15.069280	15.286637	0
-0.874822	-2.009938	2
-1.676985	-2.125344	2
18.381967	18.646399	0
0.409996	0.461001	2
15.386761	16.326863	0
7.923079	7.684058	1
7.101358	5.149781	1
7.746176	7.640983	1
7.470396	6.448661	1
0.659547	-0.176822	2
7.595833	7.193235	1
0.058393	2.205192	2
0.520692	0.294366	2
7.748428	5.361366	1
0.695443	1.848039	2
15.666276	14.817476	0
7.079643	7.762501	1
7.600721	7.455880	1
16.481914	16.583683	0
0.509473	-0.370286	2
16.854476	17.421250	0
16.824402	17.094245	0
7.836367	8.578804	1
0.404867	-1.016729	2
6.838327	6.983946	1
-0.123794	-1.468660	2
10.582314	11.511228	1
16.292002	17.776350	0
7.446154	8.460085	1
7.765825	8.678718	1
6.508277	6.559100	1
8.159018	7.271041	1
-0.253449	-0.179508	2
16.299486	15.720799	0
8.741739	8.793967	1
0.408619	0.565229	2
8.197627	7.590704	1
0.030089	-1.741324	2
-1.400333	-1.444887	2
0.864787	-0.142710	2
6.039890	8.466734	1
16.411560	15.945186	0
0.107903	0.068193	2
16.033429	16.217938	0
16.673224	17.570676	0
16.857264	15.839549	0
8.796005	9.519805	1
10.806485	11.319478	1
-1.318793	-1.813465	2
0.095803	0.262759	2
15.973929	15.708405	0
8.320850	8.117770	1
15.622315	14.633744	0
1.227438	1.001277	2
1.647841	1.860897	2
-1.099962	-0.991134	2
17.690416	16.237963	0
0.608338	1.460910	2
1.500752	2.517846	2
9.558898	8.249914	1
7.802665	7.042657	1
0.406565	-0.350133	2
5.575106	6.453236	1
16.064925	15.328042	0
0.708207	3.040580	2
15.786728	15.096051	0
8.277469	7.253547	1
15.372011	13.986390	0
6.868841	6.574405	1
-2.918690	-3.995238	2
15.388186	13.477580	0
0.049606	1.341439	2
17.390862	16.456348	0
-1.153614	-1.261327	2
8.504640	7.989853	1
15.206205	15.974249	0
16.847288	16.614773	0
8.333420	9.549950	1
-0.040916	-1.047684	2
15.271835	13.654042	0
15.585446	15.166463	0
8.755796	8.978530	1
15.968092	16.793068	0
7.882505	8.946247	1
6.667018	7.347416	1
15.778684	12.504832	0
15.673428	15.417598	0
6.699187	7.346422	1
15.722659	14.629136	0
15.083485	15.426009	0
7.758337	10.232772	1
15.861892	14.350232	0
14.962967	15.061981	0
16.538726	17.388457	0
-0.666505	-0.076638	2
1.887611	1.192325	2
15.127766	16.280436	0
-1.911706	-2.494161	2
15.367378	14.785816	0
15.439199	14.744816	0
15.119908	16.086072	0
-0.475156	-0.766684	2
0.261214	0.031843	2
-0.768913	-0.308779	2
7.641178	6.728137	1
7.451424	5.759045	1
15.391851	15.676106	0
15.991491	15.986551	0
8.878002	7.033858	1
16.737855	15.386166	0
8.418226	7.863262	1
8.707029	7.851715	1
15.597572	16.423841	0
0.985104	-0.107819	2
9.953841	10.478675	1
-0.046158	-1.325912	2
16.015302	17.400246	0
17.107236	17.755006	0
6.916203	7.655537	1
14.649432	15.367961	0
1.047078	1.887354	2
-0.968409	-2.398141	2
7.031368	8.370953	1
15.099315	15.118049	0
16.143472	16.466968	0
17.921506	19.554697	0
17.423770	16.885277	0
14.817391	14.048852	0
6.934595	8.534860	1
0.730252	-0.907495	2
14.761136	14.061039	0
8.336361	6.293481	1
0.384976	0.069352	2
1.785397	2.311289	2
7.848844	7.783942	1
0.136063	1.054603	2
-0.501720	0.011145	2
14.394588	14.783569	0
15.806167	15.257142	0
14.873534	15.149032	0
7.766311	7.644608	1
14.459145	15.829786	0
6.555314	7.879898	1
7.920669	8.193641	1
7.186057	7.454554	1
8.759956	9.241984	1
17.499725	18.490303	0
2.325995	3.100074	2
5.471969	3.733511	1
9.170030	11.013188	1
15.628765	14.134393	0
16.964889	17.354990	0
8.259275	7.317859	1
8.037818	9.838881	1
2.981188	4.217930	2
6.924790	7.853442	1
6.810961	7.284869	1
16.391001	16.550211	0
15.349844	13.079935	0
8.074677	9.939586	1
-0.266376	-0.302780	2
